review_id,sentiment_polarity,review_year,useful_votes,#_of_user_fans
QhEZW5aul2fDpVtfg3HF5Q,0.5731481481481482,2018,22,359
VDqZ5CdPYc3HTRK92UPBYg,0.11309027777777778,2018,21,155
W8OHcgtgF4TZMxCQOY4u7w,0.14009259259259257,2011,21,262
gneNPAqF9vCcegtzWKBrDQ,0.1524747078318507,2018,20,103
yh7zdR9bNiu1pRFWm8tvkw,0.2114880952380952,2011,18,551
Uyi7G8B8JrNUpB_V4Tb7hQ,0.37756696428571423,2018,15,31
1vxI-2eClbwMTSy5pBXSQA,0.26402116402116405,2011,13,47
rQdZ2s4N-UeCvLA6jELsQw,0.39761904761904765,2018,12,66
aT9BbgQxyVUou27yr7HMUw,0.3541269841269841,2011,12,125
xeA_2qfGxABIErdN3tgbCQ,0.4076086956521739,2016,11,596
kLPZX-YxFlloXtC8BkFzqQ,0.16413528138528138,2011,11,4
qVbctcee36qdkLnYIt10NQ,0.23373890419344967,2017,11,191
Uh2Y-8OPJvml4mMw2Pcn1A,0.21800952380952376,2011,11,24
OED6UmN9WWtBrGCfpokffg,0.2663636363636364,2011,11,102
5vDrU6MEJ0MZNVa56-2T9Q,0.2130935983208711,2016,10,891
4jkuwAZNV5h8HPiwW5GD8A,0.20098146645021642,2013,10,94
hmbQhYX7FoYjIUsqCOaeXQ,0.30712668952494526,2014,10,70
oJ9qn2PLQOByPHY1rEkS0A,0.30249594155844156,2017,10,89
TMWHhIZ9XuCzXssyxhliGA,0.13122954281490867,2011,10,0
tqYTsBodSkGinqIxvrvIfw,0.2438492063492064,2012,9,193
d5hxW-nHgnFCLkTE_QLpgg,0.3646799516908212,2012,9,648
0f5Brtq4iDUSnZnGhCFNDQ,0.18863636363636366,2012,9,73
mnXRpNIpwQw8FvEO4gFVPQ,0.18125,2016,9,451
OlXLk0UkLRdaaYxlB6dDnw,0.14511538461538462,2013,8,45
vZiqqFE-kD5NUyaZNtTmMg,0.39472161172161174,2017,8,545
LlugD65lZ2JoOYX-Kt-orA,0.2047453703703704,2011,8,63
gk981ceRpexOlqx7aRKcvA,0.40557208994709,2016,8,37
vLCeD12wTl5zRS8o3ey7oQ,0.3315373563218391,2011,8,14
-iIxEvhz95NXXsruDUlqjQ,0.10445906432748538,2011,8,19
nhKWPPsoT7MjNZOgweblrA,0.027604166666666666,2014,8,0
AjM8aT77vVx4kgXEfcMEzA,0.22465277777777778,2011,8,6
4staaSoreC4c1tej-5rRNA,0.4515178571428572,2014,7,202
RJA6-axOWgHkVXbSm_Ba_A,0.3505980861244019,2016,7,91
kUNzM2DOf3dJ3gvSHFrFtg,-0.0003377935196116899,2017,7,17
VTonvi0jmpZ2uXlvQBXNHg,0.33265938606847695,2016,7,46
5EeLGLZjoZwrEd5hdN-xJg,0.21658730158730163,2013,6,33
RTWyJGc6e8hqhk3ckJdCww,0.3716666666666667,2011,6,42
JF-BTBlodJkrrD8eKjguSQ,0.2637721755368814,2012,6,23
ENrQIfxLwwy7Pn-lcyFxNg,-0.1527777777777778,2013,6,1
IeOmnKWCTpetFTJErDd7-Q,-0.16204081632653058,2013,6,23
5lUylj09gxBtJ57Rzf1v-w,0.11424876102784862,2015,6,87
rgK-69Sx2KQn82mNX-CQDQ,0.39746334310850445,2011,6,0
McnEX0jeXrbD9tERLD9WHw,0.12275641025641028,2011,6,69
_q8xzw-8D8fVEG9BCtlzKQ,0.265625,2013,6,293
PCmKAkkHzZdb7L4nrSVEcQ,0.2939779040404041,2011,6,55
sCLKwNXlyEvlj9FKRVRfQQ,-0.16771561771561772,2017,6,16
vfOB0Ve63zz368OFSOlK6Q,0.21473206086842447,2012,6,9
