review_id,sentiment_polarity,review_year,useful_votes,#_of_user_fans
hwzmrcYIA5FkwLs9iPPfXQ,0.31293590668590676,2018,38,436
_a8qZLkUqfAOsR9VeVBzbQ,0.3140011223344557,2018,13,62
Ed4G8lFUB4CZF_JOU0L67w,0.2099125364431487,2009,8,56
fIdqLFPOYyNmmNoZW9F1Ug,0.20272817460317458,2012,7,344
6Ak0GkV_7Bb_UIYnmXJNaw,0.055468750000000025,2012,7,41
Pq09k8SjZfwbVAp9RRU4Og,0.05130208333333333,2012,7,106
FRM2_RL1ius2-uNvQieGIA,0.10310276679841897,2013,6,0
PfG1QHxaJWbuvRZg7MoXzA,-0.016390650692976277,2012,6,21
u3bF7D6ujv8YFKceRk8OoQ,0.17783754355400697,2016,6,51
U9q_Rqb4_bQz1kaV56Ya2Q,0.24625,2015,6,69
y-PcqoRrkLyiWkvp0_dNPg,0.16469155844155844,2012,6,18
55124dHp_fQqJlmfhffQNw,0.25059523809523804,2018,5,26
bPXRceZ80YvLpME53n7yGQ,0.16381172839506172,2011,5,21
MhCImdOVnuaVyqSB8YXyrw,0.21105540701128936,2013,5,2
eGgd58mpawckD931ALS3KA,0.5006944444444444,2017,5,95
v63lLKrXJx_8iqzId0cD6Q,0.2657894736842105,2009,5,528
zLUXmUFS40wt0l5IvCC6uQ,0.5442959001782531,2011,5,3
6XH_4iaH2sFzyRg0wOOPsA,0.41875,2017,5,47
jTB0PE3HaqgS5bt2hlWNXQ,0.075,2010,5,0
U7q2BdFAsGTGWKadA3GpGg,0.23270308123249303,2011,5,14
uXA_d7Un54m3ftMD25ronw,0.30733333333333335,2012,4,6
3Ztj40YRcDLq267hQIvbzw,0.3565,2016,4,63
jp7ZZTiYGRLX1FOjke5-vg,0.28784461152882207,2010,4,0
L7DMQxpqA-1mEap_5Mu5Uw,0.21781537176274018,2015,4,4
bh5TH2Yvuyg__j5YfCxqJg,0.368375,2015,4,528
aXAiXnjWbQ2lMl3oR7SVog,0.2295614035087719,2018,4,67
XqIyn-shUFFzmVW4B60Sfw,0.17840136054421768,2014,4,1
EjGApfDBY59JWGwMQ8YvmA,0.35477272727272724,2016,4,46
oRJ7jb_5wmkTH3FPJbWLcA,-0.09853515625,2015,4,0
ulAdyW8AbuX-WxGo533NyQ,0.33531746031746035,2018,3,0
RYs5izk40NgcPcHQW0FRLA,0.24109002976190472,2015,3,46
qiw2fVlb_X7wuQsXQhJtGA,0.2741176470588235,2018,3,3
ppnAidfERT7f0R9oo13-aA,0.17155341140362396,2009,3,1
E0LIXpgO13JUSnGFjAeJyA,0.12084940312213038,2016,3,8
XQqbrgR6E5x3KO5u-Tt8Ow,0.4143939393939394,2014,3,72
Ner87bWTYsiYPJshHrtqBg,0.18000000000000002,2012,3,35
FnK-eq_84cy6mq_DEXaYdg,0.7444444444444445,2016,3,3
wnbm8w7iPrQYkR76Ax5Vew,0.3694890873015873,2017,3,0
x6nBLCV9-9XZ0sIz33iLHQ,0.14375,2017,3,35
YtTOFme_rh_O8FbW0etgKw,0.4732142857142857,2018,3,37
3NGSmg2uIHIr9FugeNdqWg,0.18618432539682542,2011,3,106
0NlUpc9T-QBXI6rVld4LYQ,0.2659090909090909,2013,3,6
Ob9CHs4cZUPgbSIft-Do3Q,0.5222222222222223,2016,3,2
GKVzuyfHfYoTHgMpH2mR9Q,0.14,2011,3,0
UF7ILcb8f68IdobrswVQdQ,0.31911375661375657,2014,3,72
DkVDBbkNlfAUx9uaHH7yag,0.2658624338624339,2012,3,2
4DHGEuoV1seGlc5wN39TPA,0.07746913580246914,2018,3,12
Hi8TneVDCoi6HRyBEsB5Dg,0.06680536896054136,2015,3,51
sKSj943euk6Lo8f2elU-yA,-0.042630385487528344,2017,3,1
rj1Ma0obkgsgNsQCJvlSeg,0.21630036630036636,2015,3,0
6CiW_W1W2xh24eLWFJs0ug,0.2696296296296296,2013,3,12
uDeQZ1WTe-Zdx1bWzFXefw,0.33349999999999996,2011,3,402
0qE0Fp66ME1WaVcG9k3kdA,0.04299719887955182,2012,3,10
vnpn3IPybly1OTVbMAQ_OA,0.5871428571428571,2010,3,1
bWqsqbmY_Iq6UD6S_Nskeg,0.6285714285714287,2016,3,18
