review_id,sentiment_polarity,review_year,useful_votes,#_of_user_fans
6dkmNzl4-dY4ymx0-2doZA,0.1431517857142857,2015,76,511
VuEhuOaTjpyf84nF11JKyg,0.2782008086253369,2016,55,411
Aispp_NnCXVedxmN6l3PKg,0.07466634114583334,2017,44,68
bgezdbjMoPoWCr7uKzB0wQ,0.24583333333333332,2016,36,44
Wj2mdsETt82zkV02gD8GHQ,0.26055555555555554,2017,35,47
BgKasedic7szRkBR2JGJIg,0.24166666666666667,2016,34,48
3DU4d7XdzvJuJnMbVGUlvA,0.40190972222222215,2018,29,193
Y9MANUyCkXTBvPVt3iYG9Q,0.31796874999999997,2015,25,98
wJbDHCJqZ_RQWBAkaIBoYw,0.2951499118165785,2016,25,54
VRXcGBP-_oQu-piydfiqFw,0.17716049382716048,2014,24,76
8zAbR-zTYB94b4hPLtDhIQ,0.34644126984126977,2015,24,220
h0R1vqILgxwxsiv7cDbZdg,0.2619047619047619,2015,21,13
F4UiDtKjTzowMs6ZNTkxcg,0.09412878787878785,2016,21,101
J3Ip7JRetubUzOkGuF3ytg,0.37607843137254904,2016,21,1065
zCISLGQgT8r-VGZHeU223A,0.3118882275132276,2017,21,54
eL1ib-_VgZPIEOk4lAy7Qg,0.20080729166666667,2014,20,48
z_iOpFf2BRejhBTjikamWg,0.27642144097222215,2016,20,349
NyFO2g3PnN9oksXopEjXMQ,0.14401709401709403,2018,19,448
7v7JCeO81_Y-OkK3q-wWMw,0.17564701897018964,2016,17,123
4DLY8SzqqE6MeaDfKr_dNw,0.17518236523069677,2014,17,19
MtSxQdUE00lftZMTMWvDIA,0.2165185185185185,2018,17,172
9gCJJ5KL_MM2rBhDgg017w,0.30874999999999997,2015,17,47
dg3BOkgHlQFlO5Nlm7nNKA,0.008211233211233208,2014,17,1
BpU26uA1I3yBXJWs1np4Ig,0.31773589065255736,2014,16,71
zaRzlgANAxIGm0yCpmX5jA,0.21176733422827176,2016,16,37
KQhUe90otUaq2AdPkhRcMQ,0.15304014167650531,2017,15,912
eC47eb3U6bvqmF-5pmLvNA,0.27901734341607753,2014,15,93
O61ZWQ0wU3sDGmNl5dvQvQ,0.20556481481481478,2014,15,112
3FFqt6DRLp096hBAOZEGSQ,0.32476851851851857,2014,15,5
EJZGpSSwcOttl3mEcn1q8A,0.1987901664730933,2015,14,54
7TVE8lKoiEusCU352ucldg,0.49377289377289374,2015,14,34
Ew1jl-o3N9IPGjMNbvb02A,0.2712494331065759,2014,14,44
sY1LibibnGQdqrNZBUa4-A,0.49018998579545453,2014,14,56
xRG7Z_N8ggEICkxhBldR6w,0.1609090909090909,2014,14,90
HMh8mRqLIQZZ82qW3IWLAw,0.3009935897435898,2015,14,37
eaxqp0Jf9d_WkBUxyuN3jg,0.46507936507936515,2018,13,151
4p5WkMp14ad0e5KGzLwS1w,0.47000000000000003,2016,13,87
jxTRHD6dgu-Udilx_TcglA,0.16321839080459763,2014,13,103
_AVJktz0NqZ8FDDNFCzoQg,0.11668209876543208,2016,13,22
ld9MVW0EALJvnnmmHQDsMw,0.32430803571428574,2017,13,545
F4lG3f05ebBwtHXju0jLgw,0.2290296495956873,2016,13,32
pwrROZ0a6hryIHQnxSPcbg,0.2385929091484647,2015,12,71
fP3KKryumlTC5CfIfQBL8Q,0.20482905982905983,2017,12,100
CnjoWH9Wc5Y1PbKJMBKkQg,0.4847222222222223,2016,12,9
u95ZUYzRcW80xiv9MzUqZA,0.25512235449735443,2015,12,29
JP3hgMF_n-rYIVuYgPvaDA,0.1324561403508772,2018,11,169
744MuohI_rHjNjks7m_bXQ,0.21191798941798942,2014,11,2
M3_s0MloYHmotNOieTe8mg,0.21361882716049382,2017,11,22
g6ampvTOyMpfxJc-zlkBaQ,0.4714285714285714,2015,10,58
x5uOpY_iHLxemH5_8SSISg,0.10879362407140183,2014,10,13
lMkn7hnAS-vkC1BwWb2v1g,0.2295342507537629,2015,10,2
o--RMJdhJpm8ZSQBdfPfZQ,0.25132832080200496,2017,10,37
0Z9lH2uNNLkdLLHtPQ2cJQ,0.13337148962148965,2015,10,8
RYrOmLs0zhN-T60o6QImOA,0.11877976190476189,2014,10,1
r37UUTHNnBQ8mptuDd45Vw,0.032010582010582,2018,9,0
bThVeWbaO4jTQI5Ow2dePA,0.2629761904761905,2017,9,66
eje6hB2Q9QCaOId0gifFMg,0.05714285714285714,2015,9,0
-RsfWoMrSPLIgUqdbroMFw,0.15497742200328407,2016,9,92
Lg7ZRVON8FVa156BhQYcnw,0.0510978835978836,2014,9,127
8JFsjygPxxmMSJrkoJ1iFg,0.15935185185185186,2015,9,26
Lr_u1Miv7sfFfW2NqWbmtA,0.17691403769841269,2016,9,4
dPCnlYmo_Mdw-CiFPwf5Fg,0.13931722689075632,2016,8,38
cuTUusU92UR-fENuGYzehg,0.24475859788359786,2015,8,1
-Xh6rL6WznN9_Re2n841vg,0.44250000000000006,2015,8,1
Sdj4pDX_Sgs-89qhFbrEdg,0.29719387755102045,2014,8,36
KNLnA5OZP1Vjv3P9hHIVCQ,0.25384479717813047,2015,8,2
uHUh6HwCRqJQ_DdSu3ETMA,0.2203888888888889,2015,8,94
2dT3Tkd28YPamCFYR2S_Xw,0.1517738095238095,2015,8,49
qP4Dc-1xwpDQTZGyhZ9SKg,0.1474512987012987,2015,8,240
ioWYLvlJBu_tVnxgDL3Gog,0.26239791810443985,2014,8,112
4IuBTKGnp17JoQfyRy8PIg,0.18305555555555558,2015,8,19
fwlIVWjmnFXSqsBaa8Znxg,0.32106887325637323,2016,8,124
VFo67B9xgGuLop5BPORKww,0.1439814814814815,2016,8,0
M_ccJdBVBnFyxMN2jXleAw,0.3194444444444445,2015,7,2
0F4XAKT-6CVURaaR27KLnQ,0.3908695652173914,2014,7,29
on3ns2vIm1-RhxeeUaKfbw,0.5101239669421488,2018,7,71
n9phFkr4Jw2f6LC9Ur5MLg,0.14832025613275615,2015,7,17
e6J2idz3rDByuovYTgznKg,0.22928996598639453,2014,7,30
fkVPr_ml1Unn5jyvUkhTzA,0.023566176470588236,2014,7,0
huZVl0Pqu2u6qG3GLjdN3w,-0.1138888888888889,2014,7,16
Posvdik99a-9LQBX0sYKkQ,0.14944444444444444,2015,7,140
xNlfzKw5d5ZZH3DXaSYVyQ,0.275875946969697,2014,7,0
q9RqZSsVvZvkYKsQiBRTkg,0.24601934523809524,2017,7,94
63YX5PRvmwbTMld1gU3qAg,0.2611162424740011,2015,7,125
PRDTID26IVySMWeG9X6KkA,0.43180555555555555,2014,7,5
O5VVSZk3HDH2pQuxBIrz0w,0.19832803092501372,2018,7,63
dOgaJ_s_SrrVM2DI1jMVwQ,0.3037538470643939,2017,7,32
AXDUZa4_3LQOJPhq68letw,0.11924603174603178,2016,7,11
g6rtY4eLWGkMtXL7ooK-Cg,0.059953703703703724,2018,6,36
doO3fxTnwTlkA-uyePMH6Q,0.2748333333333334,2018,6,57
Rv0xCkWl1ZDXr0rbK0lcbw,0.16666666666666669,2015,6,25
Tp22sjK5fD498SaXmQRM5A,0.03653273809523809,2015,6,155
rJQ7RCbUbiBRLWdp7WqS2g,0.1934160240800866,2018,6,43
KBDj8RxMBtPo7v9tUIMarA,0.29642857142857143,2014,6,251
6O1FbQba80Vn7aSjiIrpCA,0.2729955808080808,2014,6,34
CoQkJkKCmJsvyj_JQDu7kA,0.41055555555555545,2014,6,5
BRT6ccPSx_nCmim0yRUJgw,0.1513963963963964,2015,6,1
EP_aYGrErSzRQ3ji_pTCqA,0.2529336734693878,2014,6,3
d55ch0DbE_IqJmOiFHCU8Q,0.50625,2016,6,22
VeV7OS_IrAwWvOHNsnYLDg,0.287001488095238,2016,6,0
zi1BOwg39DMYCAaAhWCOqA,0.24234523809523803,2015,6,101
OWG0fD47ytgGRsPNBHoxgw,0.1401190476190476,2015,6,41
vzJHZLiXO5BjfDcwNV_oCg,0.2031861271444605,2014,6,36
S2qScUxumXnDJEPXD4UZ4Q,0.45165127840909086,2015,6,3
1jF_-F3gVouj8fQWLSFBOg,0.179421768707483,2016,6,13
wHOotuNf-OUclFapfYZ1Rw,0.18097511574074074,2017,6,2
vJjdi9W6i6-agNcdrR8vqQ,0.33333333333333326,2014,6,132
KoSHCLLmZlqFGvTR8OdVeA,-0.09741379310344826,2016,6,230
YtmCiJMMcSpMDlOIzLOp2Q,0.06684782608695652,2016,6,24
