review_id,sentiment_polarity,review_year,useful_votes,#_of_user_fans
DKKuGktOv94_ROPvTrudgA,-0.03549603174603176,2013,12,1
yLSn4szIwfsuKNu5iFaI0w,0.030915538362346874,2012,12,0
rOF7BMsQOJlSHFr-XD51-Q,0.17269476665310002,2012,11,4
GtXrFkuGFUMABu59IqN8Rw,0.2972988505747126,2018,11,528
SXWwDHRS0YfKCgdiFlFz5Q,0.17500000000000002,2017,11,51
yPXUw-0OGyTVoQNqEZiUxg,0.09527961062235259,2012,10,14
54_s2Kl--30_H2uThhN2mw,0.1672815107597716,2014,9,11
ziLG9Y5ihq49xmd1iMyj9A,0.252452380952381,2013,8,37
ztWhCgysa42KbiVSSAU9ww,0.3647058823529412,2018,8,218
qGn-1gyjCKX6oCNpOqRk0g,0.1324534161490683,2013,8,452
SYHspGbpk1f-0af8f3wFpA,0.03229166666666666,2013,7,0
n_h_jy8wOYcWgX9-34lkpw,0.1667063492063492,2013,6,2
BJyqozcqLV8dWCLwVOJXAw,0.18391666666666667,2012,6,0
mUVLembTt3RY-dT7GO31zg,0.13,2012,6,10
292EZpcsoTvPQMmsUeMxFA,0.04859595326700592,2012,6,2
0awLZ992m-fII5Gd9r1zSA,0.11532661782661784,2015,6,87
_1HCIRRbFZ0uU41OEVpCWQ,0.24370251347292163,2012,6,164
KF1YLUTAep9awu0G3UGbVQ,-0.01233974358974359,2015,6,0
k-iHtxeGR-Y6dgr2tgoqzg,0.2551820728291317,2013,5,4
FibNRZL2nluCv89t-dJe6A,0.1162684320887446,2016,5,28
65aAvwgWeufCcRiYL4OLBQ,0.1436904761904762,2013,5,2
DiOEpN_raSFve19jlxIuAg,0.2953125,2017,5,195
vi33YIrhWWFQsbkH9hDyXw,0.20211199294532625,2012,5,15
w2fAINEcLokcQEO1SPcm7w,0.08246913580246915,2015,5,4
oNAfSvDlZDMXrdRV0K1aRw,0.1689750957854406,2013,5,49
YlcETTFqiRLBjWjmVs1WDg,-0.125,2014,5,1
u08A5KDPwt3XFjY11fT6lg,0.11095003188026445,2014,5,10
QhHehYHk4_qKTIfeTsMfGg,0.19805194805194803,2017,5,62
tmyEkdZYaXCM0XHd6e37RA,0.1471099290780142,2014,5,43
bl9ibOLkUzpW-fpF085q1g,0.0993173363095238,2018,5,55
oCWSLz1P2IJH4BntxGjVog,0.05228076504392294,2012,5,0
6I_-S9h6GySWiqBNXu00Mg,0.17190742590742591,2012,4,344
JoEqiONrIP6En1w-lP4GCA,-0.07499999999999998,2013,4,1
89uI-Jf5iRgSWbJNr-p0Og,0.18669386169386173,2017,4,7
eUUAk9ifeerPz-bdGCXUXA,0.35000000000000003,2017,4,70
AdClyudmEwElE3uT8eEiUQ,0.23888888888888887,2018,4,7
dRddBwdlrxT0pCzRByn1ow,0.008333333333333338,2014,4,0
EfuGx-rtYNZnHimxPnHeig,0.158,2013,4,0
Hs5CSsK3guX4BLRzSt9ktQ,-0.011553030303030306,2013,4,26
h93QDTG5N3JoGhUdj65GqQ,-0.07389346764346763,2013,4,5
Kj-XSnQoFThcKf0ck5KwxA,0.19149585921325052,2016,4,51
L8WCJeQmAzpe_V53kvo1tA,0.17875000000000002,2012,3,1
9OVEKc1C6oMFA-n3oI74dA,0.20491666666666672,2016,3,0
4iFbHuP5wLj42MSsi810Ag,0.2818462823725981,2012,3,190
y4XB2hYvSQ1riH_ByUGhPw,0.2049242424242424,2013,3,61
ANl75gk_-813qhye02NxWA,0.14494949494949497,2013,3,0
wTev21J5JaatvMw9IQ3qgA,0.03815476190476191,2013,3,17
D5Ay5o93Z01bVHIENmCT1w,0.18524376417233562,2012,3,5
m4vB7dzgHiKaj0oQM-5zQg,0.22341269841269842,2012,3,12
nPLXUvPsxZHGApW1Szk5Ag,0.09305555555555554,2013,3,14
F0-pdNzOHsWp9Xami-omQw,0.3648851148851149,2016,3,14
yRKXgrVtIrRyrioODCwlkw,0.08342550707719246,2013,3,6
VUQOS06ScCfHCCnRuuiSvw,-0.0758862433862434,2014,3,0
Lhoo0Lwt0Ei5RKCMajBdpQ,0.24740740740740744,2013,3,3
f0Oj4siXLlymDQHTQtlEBg,0.23382352941176468,2015,3,26
GKmYkRO9BfqEEvM4z3S1hg,0.23792517006802721,2017,3,78
aKmT489smUB_ozMXx9m2qA,0.08680555555555558,2013,3,0
IKvgiRBiQ3g8Ki3Uvsg6Dw,0.18938492063492063,2015,3,0
BgrNI2TfVBi1abQ13i6Bpg,0.07245661745661747,2012,3,10
fbuIelnq5ZH9Vys9ANAbsA,0.10694444444444444,2016,3,106
Rt6eZl8JttOHELG8JOXB4A,0.2054339477726575,2015,3,2
xH9tvef1V6BJwcMFPxH5RA,0.17333333333333334,2017,3,4
8VNFZSdmbtC6UJwTkLOzKg,0.21477272727272725,2013,3,3
JyMna9xpcGfCDwBMqtpkPQ,0.14681481481481481,2013,3,1
EhQGIQGnbOfyxCXQ29Bfog,0.4522354497354498,2013,3,7
LaTj7nnUia5NlvCX4xIVAw,0.2625,2013,3,0
Siq39-1grFi6ym6-u5cDjw,0.26093750000000004,2013,2,15
PQW0t7iEqRUGZHtaKtMtmg,0.2191058201058201,2012,2,0
OwiEzi_hH1MFn9oDLmoxTg,0.3117142857142857,2014,2,36
5m2PvpYQsAqMQSj7jjp1Ag,0.43333333333333335,2016,2,0
647IgoRlQrx3DIEig10nIg,0.15741803344979297,2018,2,27
oLtawpbnr1o7LFye2Ol8EA,0.16794871794871796,2013,2,0
ugFVAyFHUv7-BxvVaq4saw,0.5091630591630592,2016,2,30
jj6Bu7cBzc8nxBvb92-15A,0.12159090909090908,2014,2,0
FNaNF1Mb8f93H6xP9hodrA,0.20350458365164245,2013,2,31
FnTI1HJXHOWeK2vsLDEpVg,0.08055555555555553,2016,2,95
10lhqOzcgMuLIr2j7cnhCQ,0.3093915343915344,2013,2,17
HxSs5n1iENfHkv5u9pJTaw,0.06334821428571427,2013,2,1
59fMzb-6mZSF6kwWOfHgxA,0.14818823152156485,2015,2,32
N9QV_LbLCCc5DG2ALuIK-g,0.2821551724137931,2012,2,0
3PWYaslb5Ft3O5BzQ_tyXw,0.22708333333333333,2014,2,11
xPOoffU1Vs6QOwFVjUt4fQ,0.17882716049382713,2012,2,4
w09t_HWtrJSWUE97X4eUIg,0.2714285714285714,2016,2,33
HTVPLk26H4tnemZVBADHog,0.15630876068376068,2013,2,1
C9Y1pGsLysMy49zntBq1GA,0.187020202020202,2014,2,12
0E1I1wuq07q7YGeGPB6REg,0.16799886621315194,2014,2,47
eUw71xH2KJcIfA6qclE5hw,0.07291666666666666,2016,2,69
oyUaFJ6X_pW4aDd1CW1J3A,0.15992424242424247,2017,2,28
zOALTgI4M74w1Rpi1ahcIQ,0.21758095662507418,2012,2,8
IIpE-_svVFOZrc-cZEpu1w,0.08425925925925927,2017,2,93
4nFkzzSKuYKi1MNXpasHHw,0.3829797979797979,2013,2,7
